model_name,date,accuracy,precision,recall,f1,f2,precision_Adult,recall_Adult,f1_Adult,precision_Benign,recall_Benign,f1_Benign,precision_Malicious,recall_Malicious,f1_Malicious
SGDClassifier,2024-04-29 00:06:33.594978,0.789644905418733,0.836262508889035,0.789644905418733,0.7299840527750366,0.7592324588920497,0.9999079952157512,0.2267236883279441,0.36963471872661724,0.7783005157864141,0.9999936704454108,0.8753282730345171,1.0,0.010350417757825164,0.020488768205381386
